"","class","order","family","genus","species","subspecies","common_name","adult_body_mass_g","C_E","I_m","E_alpha","log_bodymass","log_C_E","log_I_m","log_E_alpha","scale_log_bodymass","scale_log_C_E","scale_log_I_m","scale_log_E_alpha"
"5073","Aves","Passeriformes","Mimidae","Toxostoma","curvirostre",NA,"Curve-billed Thrasher",78.7,46.2992020330368,0.592121982210928,10.8227128713959,4.36564315542336,3.83512472623604,-0.524042614291757,2.38164696947721,-0.494370298557094,1.18312293907876,0.607938227438691,0.155844323024161
"5079","Aves","Passeriformes","Mimidae","Toxostoma","rufum",NA,"Brown Thrasher",68.65,60.3548434085943,0.604515659140568,14.6579906756104,4.22902113221398,4.10024119964379,-0.503327704977328,2.68498562537372,-0.53754230947517,1.39549924942463,0.622546875039097,0.507177038172102
"5190","Aves","Passeriformes","Motacillidae","Anthus","petrosus",NA,"Eurasian Rock Pipit",22.4,56.7694419623759,0.830357142857143,9.908333333,3.10906095886099,4.03899818733647,-0.185899378141838,2.29337615387509,-0.891445228609273,1.34643943499246,0.846404894146906,0.0536073521964364
"5195","Aves","Passeriformes","Motacillidae","Anthus","rubescens",NA,"Buff-bellied Pipit",21.18333333,21.942439027843,0.878048780625972,5.1107255226036,3.05321470881,3.08842261675602,-0.130053128090841,1.63134137507731,-0.909092419452292,0.584963809619688,0.885789000271419,-0.713174170158367
"5199","Aves","Passeriformes","Motacillidae","Anthus","spinoletta",NA,"Water Pipit",21.51666667,52.5905707122245,0.864446165629056,8.85416322757437,3.06882782877946,3.9625368396478,-0.145666248060305,2.18088776960132,-0.904158736214752,1.28518869980628,0.874778256071932,-0.0766788764172765
"5315","Aves","Passeriformes","Muscicapidae","Ficedula","albicollis",NA,"Collared Flycatcher",12.55,55.6752988071251,1.17211155378486,7.93331576254551,2.52972066557779,4.01953658011825,0.158806869035553,2.07107107720168,-1.07451443575001,1.33084936515908,1.0894999526015,-0.20387069967931
"5326","Aves","Passeriformes","Muscicapidae","Ficedula","hypoleuca",NA,"European Pied Flycatcher",12.775,67.9866927800548,1.06457925636008,10.91666667,2.54749013608977,4.2193119916145,0.0625796566522381,2.39029067371849,-1.06889935439687,1.49088304486991,1.02163822972647,0.165855628939169
"5335","Aves","Passeriformes","Muscicapidae","Ficedula","semitorquata",NA,"Semicollared Flycatcher",12.7,54.5592355666017,1.15826771653543,7.93331576254551,2.54160199346455,3.99928700256099,0.146925541148801,2.07107107720168,-1.07075998383077,1.31462807754011,1.08112095709214,-0.20387069967931
"5336","Aves","Passeriformes","Muscicapidae","Ficedula","speculigera",NA,"Atlas Pied Flycatcher",12.775,67.9866927800548,1.06457925636008,10.91666667,2.54749013608977,4.2193119916145,0.0625796566522381,2.39029067371849,-1.06889935439687,1.49088304486991,1.02163822972647,0.165855628939169
"5811","Aves","Passeriformes","Paridae","Parus","cinereus",NA,"Cinereous Tit",18,185.186666666667,0.944444444444444,15.2,2.89037175789616,5.22136432537991,-0.0571584138399486,2.72129542785223,-0.960550138271238,2.29359505549345,0.937196089545124,0.549231755707381
"5813","Aves","Passeriformes","Paridae","Parus","major",NA,"Great Tit",18,185.186666666667,0.944444444444444,15.2,2.89037175789616,5.22136432537991,-0.0571584138399486,2.72129542785223,-0.960550138271238,2.29359505549345,0.937196089545124,0.549231755707381
"5814","Aves","Passeriformes","Paridae","Parus","minor",NA,"Japanese Tit",18,185.186666666667,0.944444444444444,15.2,2.89037175789616,5.22136432537991,-0.0571584138399486,2.72129542785223,-0.960550138271238,2.29359505549345,0.937196089545124,0.549231755707381
"5816","Aves","Passeriformes","Paridae","Periparus","ater",NA,"Coal Tit",9.275,90.6687938037486,1.12614555256065,9.43647032801715,2.2273226084935,4.50721323842344,0.11880078651503,2.24458200430677,-1.17007100792901,1.72151150697689,1.06128671002612,-0.00290697829832954
"5819","Aves","Passeriformes","Paridae","Poecile","atricapillus",NA,"Black-capped Chickadee",10.8,90.1698148148148,1.0462962962963,16.6559944651755,2.37954613413017,4.50169472377581,0.0452565915881209,2.81277017957041,-1.12196898487008,1.71709080175104,1.00942159150521,0.655179587491792
"5858","Aves","Passeriformes","Parulidae","Geothlypis","formosa",NA,"Kentucky Warbler",14.115,25.7040382571732,0.885582713425434,6.46134718780104,2.64723806170545,3.24664811018676,-0.121509417397197,1.8658378390557,-1.03737941030164,0.711713181567586,0.891814228614385,-0.441575817028513
"5866","Aves","Passeriformes","Parulidae","Geothlypis","trichas",NA,"Common Yellowthroat",9.666666667,73.8721993533841,1.06551724134257,9.916666667,2.26868354135285,4.30233656439355,0.063460353882743,2.29421684335714,-1.15700111917287,1.55739136933655,1.02225931839685,0.0545810550614778
"5872","Aves","Passeriformes","Parulidae","Leiothlypis","peregrina",NA,"Tennessee Warbler",9.55,29.391099474911,0.764397905759162,6.43534414733897,2.25654115449264,3.38069188956134,-0.268666806338294,1.86180532016801,-1.1608380646798,0.819091357365082,0.788035331772252,-0.446246358623381
"5883","Aves","Passeriformes","Parulidae","Myioborus","pictus",NA,"Painted Whitestart",9.775,47.5335038363171,0.900255754475703,7.92434210526316,2.27982810587143,3.86143480632495,-0.105076384387269,2.06993930120865,-1.15347948152053,1.20419910104774,0.903403195025194,-0.205181544587601
"5902","Aves","Passeriformes","Parulidae","Parkesia","motacilla",NA,"Louisiana Waterthrush",20.825,32.8451380552221,0.821128451380552,8,3.03615418805291,3.49180372956964,-0.197075724544292,2.07944154167984,-0.914483475528693,0.90809949146322,0.838523068377108,-0.194175865358017
"5904","Aves","Passeriformes","Parulidae","Protonotaria","citrea",NA,"Prothonotary Warbler",14.95,40.9463503365507,0.849498327759197,6.491666667,2.7047112998367,3.71226268145666,-0.16310930637215,1.87051930314005,-1.01921809775618,1.08470209251122,0.862476995753425,-0.436153654519215
"5905","Aves","Passeriformes","Parulidae","Seiurus","aurocapilla",NA,"Ovenbird",19.4,28.1829896907217,0.695876288659794,9,2.96527306606928,3.3387185934876,-0.362583380624899,2.19722457733622,-0.936881625550764,0.785467895048248,0.721803125936108,-0.0577572688121115
"5907","Aves","Passeriformes","Parulidae","Setophaga","aestiva",NA,"American Yellow Warbler",10,37.58055159875,0.89,8.917,2.30258509299405,3.62648667186456,-0.116533816255952,2.18795956715274,-1.14628836493887,1.01598968019218,0.89532314108749,-0.0684881833208936
"5918","Aves","Passeriformes","Parulidae","Setophaga","discolor",NA,"Prairie Warbler",7.65,50.8941176470588,0.823529411764706,10.3181203154032,2.03470564783844,3.92974735002269,-0.194156014440958,2.33390160348361,-1.23093719430998,1.25892209051114,0.840582117506772,0.100544714008995
"5924","Aves","Passeriformes","Parulidae","Setophaga","kirtlandii",NA,"Kirtland's Warbler",13.95,37.9361290322581,0.910394265232975,9.01892739282988,2.63547950826737,3.63590393063153,-0.093877514802829,2.19932541268325,-1.04109506598793,1.02353354438438,0.911300904679565,-0.0553240405630766
"5930","Aves","Passeriformes","Parulidae","Setophaga","petechia",NA,"Mangrove Warbler",10,37.5798491833868,0.89,8.916833333,2.30258509299405,3.62646798076244,-0.116533816255952,2.18794087605062,-1.14628836493887,1.01597470734929,0.89532314108749,-0.0685098317179213
"5936","Aves","Passeriformes","Parulidae","Setophaga","ruticilla",NA,"American Redstart",8.35,36.8862275449102,0.922155688622755,10,2.12226153886276,3.60783824411081,-0.0810412100031259,2.30258509299405,-1.20326988420544,1.00105102236687,0.920353372661147,0.0642733241106691
"5937","Aves","Passeriformes","Parulidae","Setophaga","striata",NA,"Blackpoll Warbler",12.39166667,30.7767316662336,0.911903160480995,5.02107475761277,2.51702420394711,3.42675893908973,-0.0922214782288121,1.61364400593053,-1.07852646666029,0.855994194377065,0.912468781128164,-0.733671606381713
"5941","Aves","Passeriformes","Parulidae","Setophaga","virens",NA,"Black-throated Green Warbler",9,20.2487185173778,0.855555555555556,5.916833333,2.19722457733622,3.00809150845763,-0.156004248476581,1.77780139581432,-1.17958186495785,0.520613133227858,0.867487651865955,-0.543541333241888
"5959","Aves","Passeriformes","Passeridae","Passer","domesticus",NA,"House Sparrow",27.7,212.909244381769,0.850361010830325,35.3957563312799,3.32143241319329,5.36086599219569,-0.162094301041288,3.56659193530637,-0.824336701523045,2.40534537000472,0.863192801696189,1.52827056693706
"5969","Aves","Passeriformes","Passeridae","Passer","italiae",NA,"Italian Sparrow",27.3,147.256498397436,0.862820512820513,14.5862221708651,3.30688670219091,4.99217595328923,-0.14754859003891,2.68007739623441,-0.828933087811685,2.10999959568236,0.873450783660082,0.501492231977558
"6606","Aves","Passeriformes","Remizidae","Auriparus","flaviceps",NA,"Verdin",7,28.77,0.978571428571429,5.6,1.94591014905531,3.35933317756346,-0.0216614967811794,1.7227665977411,-1.25899621549038,0.801981577691471,0.962229361201841,-0.607283703885474
"7544","Aves","Passeriformes","Troglodytidae","Campylorhynchus","brunneicapillus",NA,"Cactus Wren",38.9,59.3090745501285,0.804627249357327,7.5832525376442,3.6609942506244,4.0827623221229,-0.217376153078293,2.0259422022955,-0.717036523934022,1.3814974808089,0.824206722498448,-0.256139837964698
"7610","Aves","Passeriformes","Troglodytidae","Troglodytes","aedon",NA,"House Wren",11,82.9538181818182,0.927272727272727,7.1,2.39789527279837,4.41828404549656,-0.0755075525081452,1.96009478404727,-1.11617073070643,1.65027318054216,0.924255839771114,-0.332405595028399
"7623","Aves","Passeriformes","Turdidae","Catharus","bicknelli",NA,"Bicknell's Thrush",29.65,24.557436762226,0.836424957841484,7.34,3.38946212544373,3.20101473147352,-0.178618472272798,1.99333884262642,-0.802839585530782,0.675157744347251,0.851539562440068,-0.293901681543874
"7627","Aves","Passeriformes","Turdidae","Catharus","fuscescens",NA,"Veery",31.925,46.5058731401723,0.76742364917776,10.1,3.4633894019186,3.83957860870735,-0.264716284367922,2.31253542384721,-0.779478862917082,1.18669080158769,0.790821333990597,0.0757979903123167
"7629","Aves","Passeriformes","Turdidae","Catharus","guttatus",NA,"Hermit Thrush",30.55,51.6976497545008,0.811783960720131,8.71829647973555,3.4193646856176,3.94541232118709,-0.208521032446668,2.16542386100757,-0.793390496548061,1.27147079687709,0.830451564549308,-0.0945894753054552
"7633","Aves","Passeriformes","Turdidae","Catharus","ustulatus",NA,"Swainson's Thrush",30.06666667,38.5920731664532,0.961197339139557,11,3.40341713851133,3.65304689699982,-0.0395755433929467,2.39789527279837,-0.798429857418404,1.0372662253411,0.949595948712497,0.174663423100609
"7660","Aves","Passeriformes","Turdidae","Hylocichla","mustelina",NA,"Wood Thrush",48.65,46.9971223021583,0.754367934224049,8.89695309825402,3.88465180863201,3.85008637222192,-0.281875053571489,2.18570886961268,-0.646361633390077,1.19510823418449,0.778720561124698,-0.0710949848687862
"7680","Aves","Passeriformes","Turdidae","Sialia","mexicana",NA,"Western Bluebird",27.05,48.2513863216266,0.927911275415896,5.2,3.29768700529249,3.87642455942667,-0.0748191591547523,1.64865862558738,-0.831840155102974,1.2162069118632,0.924741311165535,-0.693116994713259
"7681","Aves","Passeriformes","Turdidae","Sialia","sialis",NA,"Eastern Bluebird",29.65,64.7295784148398,0.917369308600337,8.03371961218044,3.38946212544373,4.17021825955675,-0.0862451521417828,2.08364763517627,-0.802839585530782,1.45155562948332,0.916683428676233,-0.189304286284458
"7726","Aves","Passeriformes","Turdidae","Turdus","migratorius",NA,"American Robin",78.78333333,86.1880923661564,0.722233975067579,13.9459340274384,4.36670146852883,4.45653202852374,-0.32540612739654,2.63518799821531,-0.494035875863953,1.6809124139669,0.748021410695183,0.449500460467942
"7851","Aves","Passeriformes","Tyrannidae","Empidonax","difficilis",NA,"Pacific-slope Flycatcher",10.85,23.9516129032258,0.967741935483871,6.01261826188659,2.38416507998647,3.17603566619171,-0.0327898228229908,1.79386030457509,-1.12050941652046,0.655147815683634,0.954381400534497,-0.524941593618999
"7856","Aves","Passeriformes","Tyrannidae","Empidonax","minimus",NA,"Least Flycatcher",10.275,33.9713868613139,1.05109489051095,8,2.3297137603823,3.52551860740077,0.0498323737478758,2.07944154167984,-1.13771581494169,0.935107399593183,1.01264854210651,-0.194175865358017
"7857","Aves","Passeriformes","Tyrannidae","Empidonax","oberholseri",NA,"American Dusky Flycatcher",10.4,28.6684615384615,0.971153846153846,8.2,2.34180580614733,3.35579761743216,-0.0292703823001133,2.10413415427021,-1.13389477701877,0.799149353778564,0.956863393845156,-0.165576402490906
"7858","Aves","Passeriformes","Tyrannidae","Empidonax","occidentalis",NA,"Cordilleran Flycatcher",11,23.625,0.954545454545455,6.01261826188659,2.39789527279837,3.16230547337981,-0.0465200156348928,1.79386030457509,-1.11617073070643,0.644148998249742,0.944698541429004,-0.524941593618999
"7859","Aves","Passeriformes","Tyrannidae","Empidonax","traillii",NA,"Willow Flycatcher",13.25,23.1132075471698,0.943396226415094,7,2.58399755243223,3.14040420942671,-0.0582689081239758,1.94591014905531,-1.0573631573775,0.626604597592614,0.936412942517474,-0.348834514416789
"8105","Aves","Passeriformes","Tyrannidae","Sayornis","nigricans",NA,"Black Phoebe",18.25,57.3808219178082,1.02465753424658,8.01407403138114,2.9041650800285,4.04971013456719,0.0243584438320404,2.08119924992785,-0.956191503845359,1.35502043262055,0.994683719789925,-0.19214005357073
"8106","Aves","Passeriformes","Tyrannidae","Sayornis","phoebe",NA,"Eastern Phoebe",19.7,78.7357868020305,0.888324873096447,9.13835605885525,2.98061863574394,4.36609777636277,-0.118417754814474,2.21248050701923,-0.932032487132405,1.60846843281415,0.893994542729441,-0.0400875551325329
"8154","Aves","Passeriformes","Tyrannidae","Tyrannus","tyrannus",NA,"Eastern Kingbird",40.125,27.5071651099589,0.792523364485981,9.916666667,3.69199958145018,3.31444652018846,-0.232533291664049,2.29421684335714,-0.707238963851942,0.766024315004144,0.81351754723493,0.0545810550614778
"8155","Aves","Passeriformes","Tyrannidae","Tyrannus","verticalis",NA,"Western Kingbird",39.6,24.0245454545455,0.909090909090909,6.9,3.67882911826043,3.17907603499144,-0.0953101798043249,1.93152141160321,-0.711400777352189,0.657583357690807,0.910290555185941,-0.365499829233512
"8245","Aves","Passeriformes","Vireonidae","Vireo","atricapilla",NA,"Black-capped Vireo",8.766666667,52.3802281348905,0.935361216694473,6.99520876112252,2.17095665055363,3.95852919445172,-0.0668224962834247,1.945225452007,-1.18788242437875,1.28197830367745,0.930380748350283,-0.349627543819284
"8247","Aves","Passeriformes","Vireonidae","Vireo","bellii",NA,"Bell's Vireo",8.55,51.1129894736842,0.947368421052631,6.93154675291159,2.14593128294867,3.93403866204372,-0.0540672212702759,1.93608298496548,-1.19579034008729,1.26235972304244,0.939376072195778,-0.360216526484065
"8254","Aves","Passeriformes","Vireonidae","Vireo","flavoviridis",NA,"Yellow-green Vireo",17.3,39.964161849711,0.797687861271676,10,2.85070650150373,3.68798309875024,-0.226037909340574,2.30258509299405,-0.97308420007047,1.0652524969216,0.818098245607934,0.0642733241106691
"8256","Aves","Passeriformes","Vireonidae","Vireo","gracilirostris",NA,"Noronha Vireo",16.66491667,45.9588256675033,0.828086948964024,10,2.81330571144717,3.82774590146838,-0.188637119284012,2.30258509299405,-0.984902699597387,1.17721199903531,0.844474173864231,0.0642733241106691
"8257","Aves","Passeriformes","Vireonidae","Vireo","griseus",NA,"White-eyed Vireo",11.8,31.7673728813559,0.88135593220339,7.31535221862868,2.46809953147162,3.45843975305729,-0.126293725324292,1.98997518350138,-1.09398646677343,0.88137267913398,0.888440220673637,-0.297797536787717
"8268","Aves","Passeriformes","Vireonidae","Vireo","olivaceus",NA,"Red-eyed Vireo",16.85,45.4540059347181,0.818991097922849,10,2.82435065679837,3.81670095611718,-0.199682064635212,2.30258509299405,-0.981412541202055,1.16836424728489,0.836685015246528,0.0642733241106691
"8933","Aves","Procellariiformes","Diomedeidae","Diomedea","amsterdamensis",NA,"Amsterdam Albatross",7046.7,28.9265613691515,1.41796869456625,3.95768529625036,8.8603147011139,3.36476025154168,0.349225350691514,1.37565933321841,0.925927867766654,0.806329032727573,1.2237876027617,-1.0093100705281
"8934","Aves","Procellariiformes","Diomedeidae","Diomedea","antipodensis",NA,"Antipodean Albatross",7790,26.1664698331194,1.28267008985879,3.97737527284862,8.96059613886479,3.26447881379079,0.24894391294062,1.38062212256053,0.957616399555025,0.725996786783136,1.15306674356178,-1.00356207164835
"8935","Aves","Procellariiformes","Diomedeidae","Diomedea","dabbenena",NA,"Tristan Albatross",7704.25,26.4577084076971,1.29694649057338,3.97737527284862,8.94952740362642,3.27554754902916,0.26001264817899,1.38062212256053,0.954118723650842,0.734863595849749,1.16087267937473,-1.00356207164835
"8937","Aves","Procellariiformes","Diomedeidae","Diomedea","exulans",NA,"Wandering Albatross",7990,25.5114893617021,1.25056320400501,3.97737527284862,8.98594603876032,3.23912891389526,0.223594013045093,1.38062212256053,0.965626866164677,0.705689794395044,1.13518939017065,-1.00356207164835
