class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Passeriformes,Troglodytidae,Thryorchilus,browni,NA,Timberline Wren,NA,2,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,NA,Carolina Wren,365,4.435,1.75,19.56666667,9.2,NA,NA,2.42,NA,2.175,14,13.5,6.1,365,NA,18.7,21.2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,aedon,NA,House Wren,365,6.3,2,11,9,NA,NA,0.95,NA,1.5,14,16.5,7.1,365,NA,11.45,10.95,11,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,cobbi,NA,Cobb's Wren,NA,3.5,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,hiemalis,NA,Winter Wren,364.234,5.555,1.5,9.225,7,NA,NA,1.025,NA,1.32,14.75,16.5,6.166666667,365,NA,9.175,9.85,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,monticola,NA,Santa Marta Wren,NA,2,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,ochraceus,NA,Ochraceous Wren,NA,2,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,pacificus,NA,Pacific Wren,364.234,5.555,1.5,9.225,7,NA,NA,1.025,NA,1.32,14.75,16.5,5.833333333,365,NA,9.175,9.85,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,rufociliatus,NA,Rufous-browed Wren,NA,2.5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,rufulus,NA,Tepui Wren,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,15.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,sissonii,NA,Socorro Wren,NA,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,solstitialis,NA,Mountain Wren,NA,2,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Troglodytes,troglodytes,NA,Eurasian Wren,364.234,5.555,1.5,9.225,7,NA,NA,1.025,NA,1.32,14.75,16.5,5.833333333,365,NA,9.175,9.85,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Troglodytidae,Uropsila,leucogastra,NA,White-bellied Wren,NA,4,NA,9.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.525,9.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,aurantiirostris,NA,Orange-billed Nightingale-Thrush,NA,2,NA,28.4,NA,NA,NA,NA,NA,4,14.5,14,NA,NA,NA,NA,23.5,29.8,NA,NA,NA,16.25,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,bicknelli,NA,Bicknell's Thrush,365,4,1,29.65,11.91666667,NA,NA,1.7,NA,3.5,13,12,7.34,365,NA,30,29.7,30.075,NA,NA,24.8,18,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,dryas,NA,Spotted Nightingale-Thrush,NA,NA,NA,37.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,frantzii,NA,Ruddy-capped Nightingale-Thrush,NA,2,NA,27.35,NA,NA,NA,NA,NA,3.5,15,15,NA,NA,NA,NA,26.2,28.5,NA,NA,NA,16.625,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,fuscater,NA,Slaty-backed Nightingale-Thrush,NA,2,NA,33.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.975,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,fuscescens,NA,Veery,365,4,1.5,31.925,10.1,NA,NA,NA,NA,3.425,11.25,11,10.1,365,NA,39.7,43.3,31.9,NA,NA,24.5,18.25,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,gracilirostris,NA,Black-billed Nightingale-Thrush,NA,2,NA,20.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.135,NA,NA,NA,14.75,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,guttatus,NA,Hermit Thrush,364.234,3.66,2,30.55,10.83333333,NA,NA,4.12,NA,3.3,12.5,12.5,8.7,365,NA,NA,NA,31,NA,NA,24.8,17,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,mexicanus,NA,Black-headed Nightingale-Thrush,NA,2,NA,32.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.625,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,minimus,NA,Grey-cheeked Thrush,365,4,1,31.6,7.34,NA,NA,NA,NA,3.5,13.25,12,7.316666667,365,NA,30.6,32.6,31.05,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,occidentalis,NA,Russet Nightingale-Thrush,NA,2.4,NA,24.985,NA,NA,NA,NA,NA,3.5,15,15,NA,NA,NA,NA,26.2,23.77,NA,NA,NA,16.75,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Catharus,ustulatus,NA,Swainson's Thrush,365,3.65,1,30.06666667,12.08333333,NA,NA,3.9,NA,3.515,12.5,12,11,365,NA,30.45,29.7,30.3,NA,NA,28.9,18,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Cichlopsis,leucogenys,NA,Rufous-brown Solitaire,NA,NA,NA,50.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Cochoa,azurea,NA,Javan Cochoa,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Cochoa,beccarii,NA,Sumatran Cochoa,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Cochoa,purpurea,NA,Purple Cochoa,NA,2.8,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Cochoa,viridis,NA,Green Cochoa,NA,2.8,NA,119.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.75,93.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Entomodestes,coracinus,NA,Black Solitaire,NA,2,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Entomodestes,leucotis,NA,White-eared Solitaire,NA,NA,NA,61.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,camaronensis,NA,Black-eared Ground Thrush,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,cinerea,NA,Ashy Thrush,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,citrina,NA,Orange-headed Thrush,NA,3.5,NA,53.15,NA,NA,NA,NA,NA,5.1,13.5,12,NA,NA,NA,53,NA,53.3,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,crossleyi,NA,Crossley's Ground Thrush,NA,NA,NA,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,70,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,dohertyi,NA,Chestnut-backed Thrush,NA,NA,NA,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,dumasi,NA,Buru Thrush,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,erythronota,NA,Red-backed Thrush,NA,NA,NA,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,gurneyi,NA,Orange Ground Thrush,NA,2.4,NA,61.175,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,62,60.4,59.5625,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,guttata,NA,Spotted Ground Thrush,NA,2.5,NA,57.5,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,74,56.25,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,interpres,NA,Chestnut-capped Thrush,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.75,NA,NA,NA,NA,NA,NA,NA
Aves,Passeriformes,Turdidae,Geokichla,joiceyi,NA,Seram Thrush,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
